task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
184	19/bc0177	32319	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-27 11:48:12.666	1.3s	0ms	179.1%	3.2 MB	5.4 MB	91.3 KB	3.9 KB
185	ba/9a9ade	32386	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5743893)	COMPLETED	0	2023-10-27 11:48:13.935	1.1s	0ms	236.4%	3.1 MB	5.4 MB	148.3 KB	60.1 KB
186	16/d14e49	32468	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5556343)	COMPLETED	0	2023-10-27 11:48:15.023	1s	0ms	210.5%	3.1 MB	5.4 MB	148.5 KB	60.1 KB
187	6d/ee4831	32541	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (SRR13500958)	COMPLETED	0	2023-10-27 11:48:16.092	1s	0ms	182.9%	3.1 MB	5.4 MB	148.2 KB	60.1 KB
188	b3/d60707	32616	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5181310)	COMPLETED	0	2023-10-27 11:48:17.115	1s	0ms	345.9%	3 MB	5.4 MB	148.9 KB	60.1 KB
189	82/532b2b	32689	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5405022)	COMPLETED	0	2023-10-27 11:48:18.151	1.1s	0ms	266.7%	3.1 MB	5.4 MB	148.7 KB	60.2 KB
190	1a/3c6700	32761	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5743893)	COMPLETED	0	2023-10-27 11:48:19.269	1.2s	10ms	100.0%	0	0	120 KB	31.1 KB
191	e4/58a651	372	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5556343)	COMPLETED	0	2023-10-27 11:48:20.457	1.1s	11ms	84.2%	0	0	120 KB	31.1 KB
192	de/cdae3b	440	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (SRR13500958)	COMPLETED	0	2023-10-27 11:48:21.565	1s	12ms	141.2%	0	0	120 KB	31.1 KB
193	e4/6d05c0	509	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5181310)	COMPLETED	0	2023-10-27 11:48:22.624	963ms	15ms	114.3%	0	0	119.9 KB	31 KB
194	51/9d24b2	578	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5405022)	COMPLETED	0	2023-10-27 11:48:23.604	1s	13ms	76.2%	0	0	120 KB	31.1 KB
195	c6/384caf	655	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5743893.consensus.fa)	COMPLETED	0	2023-10-27 11:48:24.623	7s	5s	112.8%	385.1 MB	1.5 GB	23.2 MB	2.6 MB
196	92/c27bb6	736	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5556343.consensus.fa)	COMPLETED	0	2023-10-27 11:48:31.645	7.3s	5s	109.1%	381.1 MB	1.5 GB	23.2 MB	2.6 MB
197	83/971c2f	813	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (SRR13500958.consensus.fa)	COMPLETED	0	2023-10-27 11:48:39.005	6.7s	5s	113.0%	390.8 MB	1.5 GB	23.2 MB	2.6 MB
198	f1/3dccd0	881	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5181310.consensus.fa)	COMPLETED	0	2023-10-27 11:48:45.748	6.8s	5s	113.1%	390.8 MB	1.5 GB	23.2 MB	2.6 MB
199	1f/1a6795	950	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5405022.consensus.fa)	COMPLETED	0	2023-10-27 11:48:52.558	8.7s	6s	109.6%	383.5 MB	1.5 GB	23.2 MB	2.6 MB
200	fe/29ce93	1019	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:QUAST	COMPLETED	0	2023-10-27 11:49:01.325	3m 19s	15.9s	145.0%	183.6 MB	2.4 GB	629.8 MB	8.2 MB
201	40/6414bd	1101	NFCORE_VIRALRECON:ILLUMINA:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2023-10-27 11:52:20.320	4s	249ms	80.0%	5 MB	14.3 MB	993.3 KB	9.1 KB
202	d4/801759	1198	NFCORE_VIRALRECON:ILLUMINA:MULTIQC (1)	COMPLETED	0	2023-10-27 11:52:24.396	46.8s	43.7s	100.8%	148 MB	1.2 GB	105 MB	37.3 MB
